@relation 'virus-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.WrapperSubsetEval -B weka.classifiers.trees.J48 -F 5 -T 0.01 -R 1 -- -C 0.25 -M 2-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute AddressSub numeric
@attribute InnerSub numeric
@attribute RemoteSub numeric
@attribute QuotientStartNodeId numeric
@attribute QuotientRemoteSub numeric
@attribute QuotientStartGraphNodes numeric
@attribute StartNondirectedGraph numeric
@attribute SumofAbExterSub numeric
@attribute SumofAbInnerSub numeric
@attribute QuotientofAbsolutedNodes numeric
@attribute SumofFinalExterSub numeric
@attribute SumofFinalInnerSub numeric
@attribute MaxGraphNodes numeric
@attribute result {virus,begnign}

@data
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
19,0,0,0,0,0,0,0,0,19,0,0,17,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
23,116,1,8.153846,212,1.86,197,0,6,35.33,71,25,114,virus
89,132,1,2.737864,282,2.85,270,0,6,40.29,56,26,203,virus
244,196,1,3.081081,570,5.59,448,17,5,6.13,87,38,102,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
19,0,4,3.714286,13,1.08,52,0,0,0,28,0,48,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
3,0,0,0,0,4,1,0,0,4,0,0,3,virus
14,0,0,21.5,0,1.02,42,0,0,43,28,0,42,virus
3,0,0,1.333333,0,4,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
119,0,51,1.005882,3.35,1.14,161,0,0,17.1,0,0,150,virus
34,1,8,2.166667,11.38,3.5,85,0,0,91,47,0,37,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
119,204,0,5.984615,0,55.57,344,1,4,12.16,62,27,196,virus
36,119,62,0,3.5,0,0,0,1,27.12,0,29,142,virus
14,97,3,6.068966,58.67,1.25,166,0,2,88,60,28,141,virus
35,0,0,1.028571,0,36,1,0,0,1,0,0,1,virus
0,0,2,1.5,1.5,3,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
704,2477,0,0,0,0,0,0,187,10.75,0,288,430,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,2,3,0,0,2,0,0,3,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
131,24,63,0,3.63,0,0,0,0,6.94,0,8,112,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
311,190,6,2.5,114.17,3.78,575,0,7,6.59,157,40,195,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
6,0,0,0,0,0,0,0,0,0,0,0,0,virus
1294,2410,468,0,10.4,0,0,0,181,7.69,0,242,617,virus
2525,666,8,1.338534,461.12,527,3409,4,17,13.97,358,80,1602,virus
4,0,2,0,7,0,0,5,0,2,3,0,4,virus
2,0,0,3,0,1.5,2,0,0,3,0,0,2,virus
192,0,101,1.003413,2.91,1.17,273,0,0,22.62,0,0,251,virus
1,0,35,0,1.06,2.18,37,0,0,0,0,0,22,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
246,0,69,0,4.57,0,0,0,0,10.86,0,0,134,virus
100,234,1,5.875,423,60.43,407,0,6,42.3,71,30,276,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
7,2,2,3.181818,17.5,35,1,0,0,35,23,2,26,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
4,0,0,0,0,1,5,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
9,4,24,2.85,2.38,9.5,6,0,0,57,19,0,37,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
148,0,11,3.039474,21,6.08,221,2,0,38.5,69,0,42,virus
29,1,6,2.257143,13.17,5.64,78,0,0,79,42,0,37,virus
464,0,102,1.001767,5.56,2.38,499,0,0,10.12,0,0,238,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
205,0,54,0,4.8,0,0,0,0,10.36,0,0,41,virus
24,87,3,9.666667,58,1.12,164,0,2,87,57,28,156,virus
64,0,7,3.274194,29,203,1,3,0,33.83,128,0,144,virus
334,0,112,0,3.98,0,0,0,0,5.65,0,0,138,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
6,0,5,0,9.2,0,0,32,0,1.28,3,0,6,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1036,0,345,1.000724,4.01,5.23,1029,0,0,4.08,0,0,264,virus
64,0,0,0,0,0,0,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
12,0,10,0,4.3,0,0,0,0,21.5,21,0,41,virus
51,2,8,3,19.88,1.14,155,4,0,39.75,93,2,140,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
25,0,3,25,25,1.03,75,0,0,0,46,0,73,virus
154,0,11,3.012658,21.64,23.8,228,0,0,59.5,72,0,37,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
9,0,0,0,0,1.67,6,0,0,10,0,0,6,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
94,0,4,0,56.75,0,0,67,0,3.29,62,0,39,virus
89,132,1,2.737864,282,2.85,270,0,6,40.29,56,26,203,virus
220,253,0,2.522523,0,80,529,0,3,28,78,29,248,virus
4181,0,584,1.00042,8.16,4766,1,0,0,8.57,0,0,863,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2149,364,330,0,8.75,721.75,2627,0,40,11.98,0,58,304,virus
12,0,0,0,0,1,13,0,0,0,0,0,0,virus
51,2,1,4.461538,58,3.22,43,0,0,11.6,3,2,29,virus
6,1,14,2.214286,2.21,2.07,15,0,0,4.43,9,0,15,virus
10,87,1,8.722222,157,1.12,147,0,2,78.5,57,21,140,virus
3,0,0,0,0,0,0,0,0,3,0,0,2,virus
924,2625,422,0,11.37,0,0,0,186,7.64,0,255,427,virus
1005,193,2,1.434409,667,13.47,575,12,4,2,98,37,99,virus
2710,0,394,0,7.88,0,0,0,0,11.89,0,0,430,virus
6,0,0,0,0,1.17,6,0,0,7,0,0,6,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
6,0,4,0,4.75,3.17,19,0,0,0,8,0,10,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,0,0,4,1,0,0,4,0,0,3,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
235,182,0,6.554054,0,3.07,413,1,3,11.55,65,31,158,virus
60,133,6,4.013699,48.83,1.38,278,0,3,41.86,82,37,213,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
10,0,0,1.1,0,1.22,9,0,0,5.5,0,0,9,virus
0,0,19,0,1.05,1,20,0,0,0,0,0,0,virus
100,153,120,0,4.07,0,0,0,4,13.19,0,31,216,virus
24,86,10,5.4,18.9,1.15,175,0,4,47.25,67,25,165,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
711,263,4,1.545699,287.5,164.29,543,13,16,30.26,144,42,255,virus
62,0,0,0,0,0,0,0,0,63,1,0,52,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
214,0,46,0,5.67,9.67,27,0,0,3.53,0,0,37,virus
5,0,2,0,9.5,0,0,12,0,1,0,0,1,virus
7,0,0,0,0,1.6,5,0,0,8,0,0,5,virus
3,0,0,0,0,0,0,0,0,3,0,0,2,virus
2093,0,379,0,6.52,0,0,0,0,13.43,0,0,427,virus
8,3,5,5.25,8.4,3.23,13,12,0,3,13,0,13,virus
516,0,0,0,0,0,0,0,0,10.32,0,0,61,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
14,0,0,3,0,1.5,10,0,0,15,0,0,10,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
114,0,31,0,4.68,0,0,0,0,6.3,0,0,59,virus
12,0,11,1.043478,2.18,8,3,0,0,8,0,0,6,virus
1,0,2,0,20.5,0,0,38,0,1.05,0,0,2,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
185,0,89,0,3.08,0,0,0,0,13.05,0,0,99,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
666,0,120,0,6.55,0,0,0,0,9.82,0,0,139,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
10,0,4,0,15,0,0,23,0,2.31,23,0,30,virus
208,0,79,0,3.63,0,0,0,0,8.7,0,0,127,virus
479,252,0,1.510242,0,3.7,788,0,3,47.71,72,42,601,virus
806,219,16,1.571263,84.75,2.18,1338,0,4,104.31,311,50,621,virus
0,0,0,0,0,1,2,0,0,0,1,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
50,0,9,4.254237,27.89,10.91,23,163,0,1.31,28,0,23,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
4,0,0,0,0,1,5,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
8,0,0,0,0,1.5,6,0,0,9,0,0,6,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
151,48,136,0,2.65,0,0,0,0,16.41,0,14,177,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
21,154,2,12.8,128,1.87,237,1,8,28.44,73,27,137,virus
7,0,4,0,20.5,0,0,49,0,1.58,22,0,12,virus
98,0,38,1.427083,3.61,68.5,2,0,0,1.78,0,0,43,virus
256,0,72,0,4.56,0,0,0,0,14.91,0,0,134,virus
364,1708,358,0,8.48,0,0,0,127,8.75,0,204,427,virus
123,0,66,0,2.86,0,0,0,0,6.52,0,0,84,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
11,1,13,2.375,4.38,1.46,57,0,0,0,31,0,39,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
1004,408,4,2.375559,398.5,2.64,1001,2,85,2.72,175,60,603,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
295,0,1,1.341216,397,397,1,5,0,56.71,95,0,209,virus
47,1,7,1.722222,13.29,3.44,84,0,0,0,37,0,43,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
88,1,23,2.705882,8,2.19,136,1,0,4.18,70,0,84,virus
4083,0,466,0,9.76,0,0,0,0,12.5,0,0,448,virus
1,0,2,0,7.5,0,0,12,0,1.15,0,0,2,virus
15,0,4,0,16.5,0,0,21,0,2.87,26,0,26,virus
654,2,4,1.341158,214.25,1.9,725,1,0,7.02,195,2,452,virus
25,0,0,0,0,1.73,17,0,0,3.71,0,0,15,virus
4,0,0,0,0,1,5,0,0,0,0,0,0,virus
45,5,11,3.931034,10.36,1.48,77,2,0,11.4,48,0,77,virus
15,0,58,18.75,1.29,1.07,72,0,0,25,1,0,70,virus
1,0,0,2,0,1,2,0,0,0,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
26,0,0,1.8,0,1.8,15,0,0,2.25,0,0,15,virus
1781,2914,495,0,12.63,0,0,0,214,10.49,0,294,833,virus
6,0,0,1.166667,0,7,1,0,0,7,0,0,6,virus
2,0,0,1.5,0,3,1,0,0,1,0,0,1,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,4,0,1.33,3,0,0,4,0,0,3,virus
3,0,0,0,0,4,1,0,0,4,0,0,3,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
76,0,6,9.666667,38.67,1.41,232,0,0,0,149,0,165,virus
164,0,53,0,4.09,0,0,0,0,8.04,0,0,83,virus
10,0,2,2.166667,6.5,1,13,0,0,0,0,0,0,virus
82,1,11,1.548387,13.09,3.06,137,0,0,144,49,0,47,virus
2,0,0,0,0,0,0,0,0,0,2,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
57,0,6,0,31.33,0,0,46,0,3.62,79,0,41,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
87,5,27,2.211111,7.37,3.69,185,1,0,28.43,78,2,104,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
3048,0,478,0,7.38,0,0,0,0,11.87,0,0,439,virus
66,22,98,0,2.17,0,0,0,1,15.21,0,5,56,virus
3,0,2,0,7,2.8,13,0,0,14,8,0,5,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
42,0,0,0,0,43,1,0,0,1.05,0,0,2,virus
131,0,53,93,3.51,1.9,139,0,0,12.4,1,0,98,virus
5,2,1,2.125,17,17,1,2,1,3.4,6,1,5,virus
13,0,3,27,18,1.26,43,0,0,0,37,0,43,virus
276,0,0,1.003623,0,277,1,0,0,6.76,0,0,82,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
25,236,47,0,6.83,32.1,281,0,13,14.59,0,53,89,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
3,0,2,0,2.5,0,0,0,0,1,0,0,1,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
48,1,9,2.588235,14.67,1.08,128,1,0,33,72,0,122,virus
0,0,0,0,0,1,8,0,0,0,7,0,0,virus
95,6,142,1.522989,1.87,17.67,15,1,1,1.79,19,0,51,virus
1351,0,212,0,7.37,0,0,0,0,9.47,0,0,492,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
7,0,4,0,17.25,0,0,58,0,1.13,0,0,2,virus
0,0,1,0,1,0,0,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
248,0,64,0,4.88,0,0,0,0,10.76,0,0,134,virus
5,15,25,25,2,2,33,0,6,8.33,4,4,25,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
148,0,142,1.003448,2.05,2.62,194,0,0,3,0,0,123,virus
35,121,67,0,3.33,0,0,0,2,12.39,0,27,162,virus
7,1,5,5,7,1.09,32,1,0,11.67,20,0,32,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
625,248,0,320.666667,0,137.43,933,0,5,45.81,80,31,720,virus
4696,0,569,1.00038,9.26,2633.5,2,0,0,7.83,1,0,544,virus
139,232,124,0,5.27,0,0,0,6,9.46,0,47,229,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
13,0,0,14,0,1.08,13,0,0,14,0,0,13,virus
65,1,4,2.15873,34,4.69,127,0,0,15.11,65,0,78,virus
2,0,0,0,0,1,6,0,0,0,3,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2,0,2,2.5,2.5,5,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
192,4,20,1.739884,15.05,5.19,251,0,0,6.02,84,1,80,virus
3572,0,453,0,8.89,0,0,0,0,12.82,0,0,427,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,16,18,1.12,1,18,0,0,0,0,0,0,virus
32,0,0,1.15625,0,1,37,0,0,0,4,0,0,virus
5,0,0,0,0,1.5,4,0,0,3,0,0,4,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
8,0,0,1.8,0,9,1,0,0,1.5,0,0,3,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
125,259,0,3.813725,0,2.21,214,0,9,22.88,0,74,176,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
58,138,1,3.040816,298,2.31,286,2,1,24.83,93,42,160,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
17,0,85,0,1.21,3.55,103,0,0,0,0,0,84,virus
1015,192,3,1.443255,449.33,13.62,549,15,3,1.97,99,38,99,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
423,122,0,1.798817,0,3.92,522,0,3,14.48,61,29,155,virus
178,193,6,2.325792,85.67,5.78,457,0,9,15.58,135,50,163,virus
5,0,0,1.2,0,6,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
44,1,10,1.469388,7.2,4.5,16,6,0,1.76,10,0,16,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
5,0,3,6.4,10.67,1,32,0,0,0,23,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,2,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
30,1,20,3.605263,6.85,1.1,129,1,0,17.12,84,0,124,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
29,2,1,2.193548,68,8.5,63,0,0,34,35,1,26,virus
1,0,0,0,0,2,1,0,0,1,0,0,1,virus
14,0,8,2.9,7.25,58,1,27,0,1.45,8,0,14,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
12,0,0,0,0,6.5,2,0,0,13,0,0,10,virus
17,1,4,3.4,12.75,3.64,14,7,0,4.64,21,0,14,virus
19,0,3,8.875,23.67,1,71,0,0,0,48,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
739,0,180,0,5.11,0,0,0,0,19.55,0,0,628,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
98,0,4,3.071429,43,2.87,169,0,0,57.33,69,0,117,virus
138,231,0,2.778571,0,1.95,321,0,8,6.08,0,48,199,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
227,0,2,258,129,258,1,14,0,1.28,14,0,5,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
154,0,11,2.938272,21.64,21.64,228,0,0,39.67,72,0,53,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
55,0,6,0,22.5,0,0,8,0,13.5,66,0,54,virus
11,0,0,2,0,2,6,0,0,2,0,0,6,virus
4,0,0,0,0,5,1,0,0,1,0,0,1,virus
8,0,0,1.5,0,4.5,3,0,0,9,0,0,5,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
58,0,17,0,4.41,0,0,0,0,6.25,0,0,33,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
17,0,0,1.5,0,3,6,0,0,6,0,0,9,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
8,0,4,0,13.5,0,0,2,0,13.5,40,0,45,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
17,0,0,0,0,0,0,0,0,0,0,0,0,virus
68,1,12,1.65,11,3.47,128,0,0,0,50,0,38,virus
12,0,4,0,18.25,0,0,16,0,4.06,41,0,45,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
16,0,0,8.5,0,1,17,0,0,0,0,0,0,virus
27,0,5,2.73913,12.6,2.1,61,0,0,31.5,30,0,37,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
11,0,0,1.5,0,3,4,0,0,1.5,0,0,4,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
53,60,41,0,4.61,0,0,0,0,7,0,15,83,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
8,0,0,0,0,1.83,8,1,0,11,1,0,6,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
54,3,10,2.569231,16.7,1.84,157,3,0,20.88,96,0,91,virus
0,0,1,0,11,0,0,10,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
893,0,116,0,8.7,0,0,0,0,13.64,0,0,302,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
64,0,0,0,0,0,0,0,0,64,0,0,54,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
750,260,4,1.519231,296.25,169.29,558,11,17,31.18,143,40,252,virus
89,132,1,2.737864,282,2.85,270,0,6,40.29,56,26,203,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
2,0,0,0,0,0,0,0,0,1,0,0,1,virus
8,0,0,6.4,0,32,1,0,0,32,23,0,27,virus
34,2,11,2.789474,9.64,1.63,97,0,0,106,58,2,65,virus
414,1944,394,0,8.83,0,0,0,138,8.55,0,216,427,virus
11,1,10,5.125,8.2,1.05,78,1,0,20.5,58,0,78,virus
14,0,0,0,0,0,0,0,0,7,0,0,3,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
12,0,0,0,0,1,13,0,0,0,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
7,0,27,11.666667,1.3,1.21,29,0,0,0,0,0,29,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
140,0,55,0,3.55,0,0,0,0,13.93,0,0,88,virus
7,1,4,4.090909,11.25,5.62,8,0,0,0,32,0,31,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
16,0,0,8.5,0,1,17,0,0,0,0,0,0,virus
210,368,154,0,6.06,0,0,0,19,10.15,0,65,239,virus
136,1,11,1.482993,19.82,6.61,210,2,0,54.5,67,0,33,virus
330,220,1,2.897872,681,4.76,554,0,4,5.72,118,59,266,virus
2048,0,377,0,6.43,0,0,0,0,12.76,0,0,301,virus
23,0,0,6,0,1.85,16,0,0,3,0,0,13,virus
2,0,0,0,0,0,0,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
6,0,0,1.75,0,1.4,5,0,0,3.5,0,0,5,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
35,0,1,2.5,70,1.32,53,0,0,35,33,0,53,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
136,0,0,28.4,0,142,1,0,0,1.69,5,0,9,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,4,0,1,4,0,0,0,0,0,0,virus
89,132,1,2.737864,282,2.85,270,0,6,40.29,56,26,203,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1623,2083,0,0,0,0,0,0,151,10.83,0,225,753,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
156,14,20,97.5,9.75,9.29,23,0,6,24.38,4,3,102,virus
1394,219,11,14.443548,162.82,6.47,1005,1,9,33.79,90,59,277,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
24,134,1,6.771429,237,1.72,216,1,3,15.8,69,36,138,virus
116,154,1,3.322314,402,2.75,385,1,3,28.71,121,47,229,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,1.2,0,6,1,0,0,3,0,0,4,virus
0,0,0,0,0,1,3,0,0,0,2,0,0,virus
42,2,34,2.220339,3.85,3.36,125,1,0,21.83,50,1,62,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
103,2,5,42.75,34.2,171,1,0,0,7.43,60,2,61,virus
2782,0,373,0,8.46,0,0,0,0,9.65,0,0,430,virus
636,182,0,3.12766,0,5.1,845,0,2,26.73,62,29,647,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
6,0,0,0,0,0,0,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
51,0,9,4.3,28.67,51.6,5,181,0,1.24,16,0,10,virus
1700,800,12,3.682898,258.42,17.13,2325,12,48,4.61,428,111,663,virus
72,2,1,0,114,1.9,100,5,0,12.67,33,2,60,virus
9,0,0,1.111111,0,10,1,0,0,5,0,0,8,virus
6,0,0,1.166667,0,1,7,0,0,0,0,0,0,virus
27,0,0,0,0,1.08,28,0,0,0,0,0,26,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
1900,0,371,0,6.12,0,0,0,0,13.68,0,0,439,virus
6,0,0,0,0,0,0,0,0,3,0,0,4,virus
33,7,93,1.401639,1.84,15.55,11,3,0,2.09,34,0,43,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
3956,0,421,0,10.4,0,0,0,0,9.9,0,0,411,virus
13,0,9,6.272727,7.67,2.16,32,21,0,2.09,25,0,32,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
